AFFYMETRIX_3PRIME_IVT_ID	Name	Species
	1563519_at		
	1567167_at		
	1566202_at		
	217130_at		
	236199_at		
	1569307_s_at		
	1565863_at		
	242931_at		
	244753_at		
	243660_at		
	240724_at		
	1560557_at		
	239953_at		
	227576_at		
	242143_at		
	1566880_at		
	229807_s_at		
	232406_at		
	244806_at		
	242535_at		
	232928_at		
	1561886_a_at		
	1556706_at		
	1563902_at		
	241297_at		
	237068_at		
	238153_at		
	243771_at		
	217701_x_at		
	236628_at		
	231332_at		
	243182_at		
	1568935_at		
	238608_at		
	243395_at		
	237391_at		
	243561_at		
	232690_at		
	238751_at		
	1558154_at		
	244535_at		
	233073_at		
	232614_at		
	1563312_at		
	1564248_at		
	1556972_at		
	236460_at		
	1559391_s_at		
	241891_at		
	1561806_at		
	234628_at		
	1570409_x_at		
	236763_at		
	1556147_at		
	215290_at		
	241165_at		
	237197_at		
	233877_at		
	244169_x_at		
	1569568_at		
	242742_at		
	1566518_at		
	1563110_at		
	237849_at		
	240849_at		
	1553546_at		
	1566183_at		
	1562942_at		
	244792_at		
	1556385_at		
	207875_at		
	215651_at		
	1561181_at		
	237269_at		
	244665_at		
	236494_x_at		
	236114_at		
	1558837_a_at		
	234646_at		
	1556465_at		
	233497_at		
	224236_s_at		
	1556945_a_at		
	1565599_at		
	243291_at		
	1556806_at		
	1557688_at		
	232396_at		
	241776_at		
	1560071_a_at		
	220822_at		
	233692_at		
	1569263_at		
	1560792_at		
	1561167_at		
	238918_at		
	243810_at		
	237305_at		
	241115_at		
	1563469_at		
	230598_at		
	210914_at		
	216819_at		
	232159_at		
	1561508_at		
	1556195_a_at		
	1558474_at		
	1568817_at		
	216166_at		
	1558937_s_at		
	241638_at		
	231205_at		
	1560769_at		
	242279_at		
	229629_at		
	233383_at		
	1570136_at		
	243037_at		
	243605_at		
	234537_at		
	1560433_at		
	232583_at		
	242471_at		
	1567389_at		
	235380_at		
	216075_at		
	241530_at		
	240262_at		
	1566203_at		
	1566768_at		
	240266_at		
	241295_at		
	1561657_at		
	242189_at		
	244425_at		
	244397_at		
	239803_at		
	240156_at		
	236419_at		
	215601_at		
	217435_x_at		
	233989_at		
	232744_x_at		
	240621_at		
	228811_at		
	215137_at		
	240941_at		
	217578_at		
	239600_at		
	236861_at		
	1559134_a_at		
	1556212_x_at		
	1568878_at		
	242121_at		
	241293_x_at		
	1564429_at		
	222227_at		
	216287_at		
	244714_at		
	228679_at		
	230850_at		
	238999_at		
	237509_at		
	232210_at		
	234056_at		
	241179_at		
	243012_at		
	236940_at		
	1557316_at		
	1566477_at		
	1570071_at		
	233602_at		
	1558836_at		
	1569354_at		
	240314_at		
	243869_at		
	244150_at		
	1569716_at		
	240296_at		
	240815_at		
	242096_at		
	241592_at		
	237199_at		
	244218_at		
	231516_at		
	237156_at		
	215750_at		
	215144_at		
	217682_at		
	236802_at		
	243134_at		
	240543_at		
	243240_at		
	228465_at		
	239292_at		
	240319_at		
	1563903_x_at		
	215447_at		
	233181_at		
	1568748_at		
	216168_at		
	1566463_at		
	1568903_at		
	232573_at		
	1557326_at		
	244796_at		
	232948_at		
	243159_x_at		
	232899_at		
	226480_at		
	234448_at		
	240038_at		
	1568931_at		
	215864_at		
	1562306_at		
	240451_at		
	1555392_at		
	241878_at		
	216163_at		
	1564154_at		
	244078_at		
	233921_s_at		
	215539_at		
	242191_at		
	235841_at		
	240645_at		
	230202_at		
	244082_at		
	1564107_at		
